name,followers,likes,comments,growth_rate,engagement_rate,account_age_days,anomaly_score,anomaly_percentile,transfer_fraud_probability_UNVALIDATED,vetting_action,signals_disagree_flag
influencer_1298,557701,15068,1384,-0.85,2.7,2167,10.9,50.92,0.0,APPROVE - Not a statistical outlier,
influencer_1299,3048569,103128,6410,2.62,3.38,2693,4.6,11.16,0.9,APPROVE - Not a statistical outlier,
influencer_1300,4629120,114817,10102,3.28,2.48,2968,14.7,66.07,0.7,APPROVE - Not a statistical outlier,
influencer_1301,1271464,45450,1126,4.28,3.57,2775,9.4,42.6,0.3,APPROVE - Not a statistical outlier,
influencer_1302,786332,144073,5503,20.09,18.32,1303,33.2,92.38,33.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1303,768950,45280,1845,4.56,5.89,2975,13.8,63.29,0.0,APPROVE - Not a statistical outlier,
influencer_1304,167472,2578,131,4.92,1.54,1161,12.3,57.16,0.0,APPROVE - Not a statistical outlier,
influencer_1305,398710,22565,1900,3.47,5.66,697,12.2,56.76,23.9,APPROVE - Not a statistical outlier,
influencer_1306,4318048,67196,3421,38.95,1.56,2671,23.5,83.35000000000001,22.0,APPROVE - Not a statistical outlier,
influencer_1307,3189729,115685,4207,3.04,3.63,2666,5.5,16.68,0.2,APPROVE - Not a statistical outlier,
influencer_1308,4786956,625859,15771,31.44,13.07,2562,35.7,94.17,6.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1309,2851171,90674,2390,0.09,3.18,1311,11.8,55.21,0.2,APPROVE - Not a statistical outlier,
influencer_1310,911775,144327,11662,28.63,15.83,2716,34.1,93.14,32.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1311,2597874,70217,3902,4.66,2.7,1026,2.7,2.62,0.4,APPROVE - Not a statistical outlier,
influencer_1312,559924,43833,3423,31.9,7.83,1956,20.9,79.47,31.3,APPROVE - Not a statistical outlier,
influencer_1313,3882185,151061,11266,3.74,3.89,311,11.6,54.290000000000006,1.0,APPROVE - Not a statistical outlier,
influencer_1314,4374656,440259,13572,34.56,10.06,1257,26.3,87.01,10.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1315,4013595,156437,4916,1.76,3.9,2093,6.2,20.919999999999998,0.2,APPROVE - Not a statistical outlier,
influencer_1316,2291435,55757,4484,-0.76,2.43,965,5.5,16.68,0.2,APPROVE - Not a statistical outlier,
influencer_1317,432413,12257,952,4.33,2.83,283,8.9,39.31,0.1,APPROVE - Not a statistical outlier,
influencer_1318,1353564,19213,965,4.12,1.42,1241,6.3,21.55,0.0,APPROVE - Not a statistical outlier,
influencer_1319,2425050,30589,801,3.71,1.26,358,13.6,62.64999999999999,0.3,APPROVE - Not a statistical outlier,
influencer_1320,4166100,94457,1980,-0.65,2.27,2621,15.3,67.67,0.0,APPROVE - Not a statistical outlier,
influencer_1321,864561,11855,510,0.05,1.37,2860,16.0,69.55,0.0,APPROVE - Not a statistical outlier,
influencer_1322,303186,4605,95,1.01,1.52,1450,16.0,69.55,0.0,APPROVE - Not a statistical outlier,
influencer_1323,3208393,15533,596,32.95,0.48,1570,24.6,84.93,32.7,APPROVE - Not a statistical outlier,
influencer_1324,3829464,45737,2449,4.03,1.19,2922,12.8,59.24,0.0,APPROVE - Not a statistical outlier,
influencer_1325,1027553,31549,937,32.78,3.07,1222,16.3,70.39,24.3,APPROVE - Not a statistical outlier,
influencer_1326,1236202,29208,827,2.19,2.36,1746,5.3,15.27,0.0,APPROVE - Not a statistical outlier,
influencer_1327,146271,7836,718,2.43,5.36,2443,18.7,75.73,18.3,APPROVE - Not a statistical outlier,
influencer_1328,2216685,75920,5074,1.55,3.42,1231,1.5,0.2,1.2,APPROVE - Not a statistical outlier,
influencer_1329,3744797,94664,8970,0.44,2.53,684,9.7,44.29,0.6,APPROVE - Not a statistical outlier,
influencer_1330,1515542,54380,2592,4.76,3.59,1415,1.7,0.49,0.2,APPROVE - Not a statistical outlier,
influencer_1331,4181656,121677,9024,1.48,2.91,789,5.4,16.0,0.7,APPROVE - Not a statistical outlier,
influencer_1332,2931184,112015,4074,3.36,3.82,2716,5.7,18.01,0.2,APPROVE - Not a statistical outlier,
influencer_1333,77898,1225,85,0.1,1.57,1828,17.0,72.11,0.0,APPROVE - Not a statistical outlier,
influencer_1334,3296097,45521,1382,39.16,1.38,1093,21.0,79.64,30.9,APPROVE - Not a statistical outlier,
influencer_1335,289316,6027,121,32.61,2.08,445,27.1,87.74,34.9,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1336,2009954,55095,5207,3.05,2.74,284,8.7,38.05,1.3,APPROVE - Not a statistical outlier,
influencer_1337,1830553,83309,5364,2.04,4.55,1196,2.2,1.4000000000000001,0.9,APPROVE - Not a statistical outlier,
influencer_1338,4089657,115307,10856,-0.12,2.82,1906,11.8,55.21,0.9,APPROVE - Not a statistical outlier,
influencer_1339,3042341,157178,7341,-0.85,5.17,2787,11.5,53.73,0.2,APPROVE - Not a statistical outlier,
influencer_1340,1040504,34038,1573,4.58,3.27,2654,5.5,16.68,0.1,APPROVE - Not a statistical outlier,
influencer_1341,4088810,187994,9785,-0.25,4.6,929,11.7,54.76,0.2,APPROVE - Not a statistical outlier,
influencer_1342,2106058,32375,2476,3.23,1.54,2088,4.9,12.86,1.0,APPROVE - Not a statistical outlier,
influencer_1343,4989023,411058,26827,17.46,8.24,55,62.7,99.9,38.7,"REJECT - Top 1% anomaly, escalate for manual audit",
influencer_1344,4910384,229736,21601,1.05,4.68,450,29.6,89.92,11.2,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1345,1676843,34519,760,0.11,2.06,1274,11.4,53.1,0.0,APPROVE - Not a statistical outlier,
influencer_1346,35701,616,47,0.07,1.73,1906,18.8,75.96000000000001,0.0,APPROVE - Not a statistical outlier,
influencer_1347,3230028,83381,3871,2.51,2.58,2573,4.3,9.62,0.2,APPROVE - Not a statistical outlier,
influencer_1348,1722610,101295,3486,2.28,5.88,1290,7.0,26.58,0.2,APPROVE - Not a statistical outlier,
influencer_1349,2181712,34143,2076,45.53,1.57,2314,20.3,78.60000000000001,22.3,APPROVE - Not a statistical outlier,
influencer_1350,2340767,76792,4638,2.84,3.28,1038,1.9,0.84,0.6,APPROVE - Not a statistical outlier,
influencer_1351,2615235,178445,5524,37.8,6.82,248,25.0,85.50999999999999,20.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1352,492036,14692,531,-0.81,2.99,1540,9.1,40.52,0.0,APPROVE - Not a statistical outlier,
influencer_1353,328304,12661,666,3.03,3.86,1989,6.6,23.56,0.0,APPROVE - Not a statistical outlier,
influencer_1354,2463616,142042,7486,0.4,5.77,2538,14.9,66.64999999999999,0.2,APPROVE - Not a statistical outlier,
influencer_1355,2711241,97162,4411,0.52,3.58,692,5.6,17.31,0.2,APPROVE - Not a statistical outlier,
influencer_1356,3434803,450072,14349,30.84,13.1,2712,29.0,89.41,14.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1357,1143953,88653,1804,14.59,7.75,1019,29.2,89.62,3.9,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1358,3962352,47703,4656,1.23,1.2,218,20.4,78.75,0.3,APPROVE - Not a statistical outlier,
influencer_1359,3979702,102478,9784,3.74,2.58,284,16.5,70.91,0.3,APPROVE - Not a statistical outlier,
influencer_1360,4060175,157443,9240,1.66,3.88,97,19.8,77.71000000000001,0.7,APPROVE - Not a statistical outlier,
influencer_1361,327916,55612,5539,17.27,16.96,645,39.8,96.67,40.0,MANUAL REVIEW - Top 5% anomaly,
influencer_1362,3598706,190574,14081,-0.85,5.3,2413,12.1,56.44,0.6,APPROVE - Not a statistical outlier,
influencer_1363,4507554,96541,2462,-0.5,2.14,2748,15.9,69.27,0.2,APPROVE - Not a statistical outlier,
influencer_1364,606409,12737,374,3.66,2.1,2898,12.6,58.4,0.0,APPROVE - Not a statistical outlier,
influencer_1365,1075135,21565,2011,2.74,2.01,903,6.4,22.189999999999998,0.2,APPROVE - Not a statistical outlier,
influencer_1366,2990179,167823,11815,2.35,5.61,2377,9.2,41.25,1.2,APPROVE - Not a statistical outlier,
influencer_1367,1726690,90881,7947,2.68,5.26,1655,6.9,25.8,18.6,APPROVE - Not a statistical outlier,
influencer_1368,3281772,339174,31157,12.4,10.34,386,34.0,93.04,38.6,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1369,4158893,123256,6882,2.93,2.96,285,9.9,45.440000000000005,0.6,APPROVE - Not a statistical outlier,
influencer_1370,404119,14232,339,2.88,3.52,1037,9.1,40.52,0.0,APPROVE - Not a statistical outlier,
influencer_1371,4167769,734269,25745,29.22,17.62,2430,40.4,96.93,30.3,MANUAL REVIEW - Top 5% anomaly,
influencer_1372,4321295,97963,2480,4.2,2.27,1785,10.9,50.92,0.0,APPROVE - Not a statistical outlier,
influencer_1373,403732,26479,929,33.93,6.56,2601,22.6,82.13000000000001,11.7,APPROVE - Not a statistical outlier,
influencer_1374,507079,5843,308,2.7,1.15,2833,14.7,66.07,0.0,APPROVE - Not a statistical outlier,
influencer_1375,1951013,32368,953,2.5,1.66,313,11.4,53.1,0.4,APPROVE - Not a statistical outlier,
influencer_1376,2624836,287601,9588,16.92,10.96,128,38.1,95.87,9.9,MANUAL REVIEW - Top 5% anomaly,Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_1377,1133658,53943,3002,2.12,4.76,226,8.2,34.74,0.6,APPROVE - Not a statistical outlier,
influencer_1378,1986209,61857,2920,-0.58,3.11,2559,5.2,14.57,0.6,APPROVE - Not a statistical outlier,
influencer_1379,4323626,155034,8900,0.11,3.59,907,10.3,47.46,0.2,APPROVE - Not a statistical outlier,
influencer_1380,657951,18751,1018,4.48,2.85,1898,5.6,17.31,0.0,APPROVE - Not a statistical outlier,
influencer_1381,12303,578,41,-0.28,4.7,2692,20.2,78.42,0.0,APPROVE - Not a statistical outlier,
influencer_1382,1211209,59602,5660,2.47,4.92,2695,12.4,57.63,19.6,APPROVE - Not a statistical outlier,
influencer_1383,3480591,87108,2493,11.16,2.5,1418,13.0,60.160000000000004,1.3,APPROVE - Not a statistical outlier,
influencer_1384,2367610,109219,3051,2.33,4.61,2445,6.5,22.900000000000002,0.2,APPROVE - Not a statistical outlier,
influencer_1385,4181303,84567,7460,0.41,2.02,599,9.7,44.29,0.6,APPROVE - Not a statistical outlier,
influencer_1386,1069199,28759,1740,1.67,2.69,2667,5.6,17.31,0.0,APPROVE - Not a statistical outlier,
influencer_1387,4918339,164726,13394,4.2,3.35,1095,10.7,49.99,0.9,APPROVE - Not a statistical outlier,
influencer_1388,4177224,110862,4127,1.26,2.65,451,8.6,37.35,0.4,APPROVE - Not a statistical outlier,
influencer_1389,4685346,204923,17686,14.36,4.37,2913,28.3,88.68,11.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1390,459298,12156,1141,1.68,2.65,1234,7.3,28.63,0.3,APPROVE - Not a statistical outlier,
influencer_1391,1048343,17729,1255,-0.4,1.69,574,8.3,35.29,0.0,APPROVE - Not a statistical outlier,
influencer_1392,106228,3181,90,1.32,3.0,100,15.9,69.27,0.1,APPROVE - Not a statistical outlier,
influencer_1393,4621650,272657,24981,-0.96,5.9,1253,29.8,90.16,26.9,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1394,1756692,37407,3119,2.02,2.13,797,2.7,2.62,1.4,APPROVE - Not a statistical outlier,
influencer_1395,885056,35940,2877,4.09,4.06,2384,5.5,16.68,1.6,APPROVE - Not a statistical outlier,
influencer_1396,1731228,331293,7599,15.7,19.14,1736,37.3,95.37,13.0,MANUAL REVIEW - Top 5% anomaly,Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_1397,1947793,26394,2214,2.65,1.36,2454,7.3,28.63,1.4,APPROVE - Not a statistical outlier,
influencer_1398,1570123,54002,1676,-0.82,3.44,684,6.8,25.019999999999996,0.4,APPROVE - Not a statistical outlier,
influencer_1399,3280269,147967,5591,4.16,4.51,2755,7.6,30.54,0.6,APPROVE - Not a statistical outlier,
influencer_1400,1727470,61603,4076,1.31,3.57,2476,2.7,2.62,0.2,APPROVE - Not a statistical outlier,
influencer_1401,3341420,179117,7379,4.85,5.36,1826,4.7,11.61,0.6,APPROVE - Not a statistical outlier,
influencer_1402,49874,1219,88,-0.28,2.44,250,17.0,72.11,0.3,APPROVE - Not a statistical outlier,
influencer_1403,1623572,23237,1595,4.67,1.43,211,13.6,62.64999999999999,1.5,APPROVE - Not a statistical outlier,
influencer_1404,3221281,183059,5245,2.81,5.68,336,13.9,63.580000000000005,0.4,APPROVE - Not a statistical outlier,
influencer_1405,2690784,77790,5638,-0.69,2.89,2599,6.7,24.240000000000002,0.9,APPROVE - Not a statistical outlier,
influencer_1406,710662,27588,2590,4.83,3.88,1449,7.6,30.54,3.2,APPROVE - Not a statistical outlier,
influencer_1407,4873554,717816,23608,14.85,14.73,1043,40.0,96.77,24.0,MANUAL REVIEW - Top 5% anomaly,Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_1408,471452,27717,1878,37.74,5.88,2081,17.7,73.9,22.0,APPROVE - Not a statistical outlier,
influencer_1409,2140686,98061,4643,4.34,4.58,2940,8.3,35.29,0.2,APPROVE - Not a statistical outlier,
influencer_1410,2593670,406723,23089,33.63,15.68,877,28.9,89.31,40.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1411,4811833,118201,5077,1.06,2.46,833,8.4,36.04,0.2,APPROVE - Not a statistical outlier,
influencer_1412,443061,7636,369,2.37,1.72,244,10.9,50.92,0.0,APPROVE - Not a statistical outlier,
influencer_1413,3335732,168659,3763,3.08,5.06,1473,8.3,35.29,0.2,APPROVE - Not a statistical outlier,
influencer_1414,3762675,79514,7834,4.23,2.11,130,24.4,84.58,0.7,APPROVE - Not a statistical outlier,
influencer_1415,2262286,103771,7262,3.57,4.59,602,3.7,6.710000000000001,0.6,APPROVE - Not a statistical outlier,
influencer_1416,489972,81364,4886,32.99,16.61,1362,30.7,90.83,33.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1417,1124994,40936,2075,3.93,3.64,687,3.2,4.42,0.5,APPROVE - Not a statistical outlier,
influencer_1418,3082328,114050,7202,4.8,3.7,1563,3.0,3.74,0.6,APPROVE - Not a statistical outlier,
influencer_1419,4099064,135480,6829,0.36,3.31,1686,7.8,32.06,0.6,APPROVE - Not a statistical outlier,
influencer_1420,2618703,149835,7310,44.36,5.72,255,24.6,84.93,33.1,APPROVE - Not a statistical outlier,
influencer_1421,164038,5541,316,1.56,3.38,134,11.9,55.67999999999999,0.1,APPROVE - Not a statistical outlier,
influencer_1422,3964735,159145,6696,4.29,4.01,2027,4.4,10.09,0.2,APPROVE - Not a statistical outlier,
influencer_1423,1375572,81570,2806,-0.1,5.93,801,22.3,81.64,0.8,APPROVE - Not a statistical outlier,
influencer_1424,2356874,134078,8651,4.31,5.69,458,7.9,32.82,1.3,APPROVE - Not a statistical outlier,
influencer_1425,601530,4376,382,21.51,0.73,463,31.7,91.4,42.9,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1426,3649966,484850,15624,46.69,13.28,1260,30.7,90.83,21.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1427,1078833,36024,814,1.97,3.34,2759,10.8,50.519999999999996,0.0,APPROVE - Not a statistical outlier,
influencer_1428,2578640,334078,13277,26.17,12.96,2665,24.5,84.75,21.3,APPROVE - Not a statistical outlier,
influencer_1429,436423,23895,2350,1.36,5.48,895,20.5,78.92,36.2,APPROVE - Not a statistical outlier,
influencer_1430,1193929,161271,13917,42.3,13.51,2823,36.1,94.54,33.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1431,324390,18843,1275,3.44,5.81,2941,14.8,66.38,1.0,APPROVE - Not a statistical outlier,
influencer_1432,1665221,51270,4836,2.55,3.08,2445,6.9,25.8,0.6,APPROVE - Not a statistical outlier,
influencer_1433,4069316,162992,9065,4.77,4.01,280,12.0,56.11000000000001,1.0,APPROVE - Not a statistical outlier,
influencer_1434,1657671,75407,7439,1.0,4.55,2936,17.2,72.64,9.2,APPROVE - Not a statistical outlier,
influencer_1435,139563,8029,350,2.25,5.75,885,13.2,61.160000000000004,0.3,APPROVE - Not a statistical outlier,
influencer_1436,784066,17430,683,3.88,2.22,1223,4.9,12.86,0.0,APPROVE - Not a statistical outlier,
influencer_1437,1555623,73591,5228,1.24,4.73,590,5.9,19.36,1.2,APPROVE - Not a statistical outlier,
influencer_1438,4900856,176630,8876,1.79,3.6,1499,8.7,38.05,0.2,APPROVE - Not a statistical outlier,
influencer_1439,4056957,95045,6663,3.11,2.34,2371,4.3,9.62,1.0,APPROVE - Not a statistical outlier,
influencer_1440,598897,29244,1298,4.16,4.88,948,4.5,10.66,0.0,APPROVE - Not a statistical outlier,
influencer_1441,3942237,246231,17096,17.55,6.25,1203,21.8,80.94,17.3,APPROVE - Not a statistical outlier,
influencer_1442,773800,33311,1401,2.19,4.3,462,4.7,11.61,0.4,APPROVE - Not a statistical outlier,
influencer_1443,2043999,53440,1286,4.85,2.61,2136,6.9,25.8,0.0,APPROVE - Not a statistical outlier,
influencer_1444,3523554,120025,11158,-0.75,3.41,998,8.0,33.550000000000004,0.6,APPROVE - Not a statistical outlier,
influencer_1445,3660985,417342,37834,16.25,11.4,865,32.4,91.75,38.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1446,1903897,57584,5623,2.82,3.02,2276,7.3,28.63,1.9,APPROVE - Not a statistical outlier,
influencer_1447,3577511,71259,5509,-0.95,1.99,2292,6.4,22.189999999999998,1.2,APPROVE - Not a statistical outlier,
influencer_1448,1164950,125737,9382,39.02,10.79,927,23.2,82.95,42.8,APPROVE - Not a statistical outlier,
influencer_1449,550148,51922,3360,28.0,9.44,501,22.5,81.97,38.6,APPROVE - Not a statistical outlier,
influencer_1450,2774707,129567,3896,4.15,4.67,276,10.4,48.0,0.4,APPROVE - Not a statistical outlier,
influencer_1451,4679394,142966,5023,3.84,3.06,2459,10.2,46.94,0.6,APPROVE - Not a statistical outlier,
influencer_1452,2774939,77022,3324,-0.81,2.78,1020,4.1,8.7,0.2,APPROVE - Not a statistical outlier,
influencer_1453,1936740,113304,10334,48.28,5.85,956,23.4,83.19,49.1,APPROVE - Not a statistical outlier,
influencer_1454,3435955,104658,3541,3.52,3.05,1221,3.7,6.710000000000001,0.2,APPROVE - Not a statistical outlier,
influencer_1455,4937710,183727,17239,1.22,3.72,2637,18.0,74.45,0.9,APPROVE - Not a statistical outlier,
influencer_1456,2746226,352172,21772,16.13,12.82,1104,23.7,83.63000000000001,37.0,APPROVE - Not a statistical outlier,
influencer_1457,3178326,110789,8557,0.62,3.49,1864,5.6,17.31,0.6,APPROVE - Not a statistical outlier,
influencer_1458,1555510,26038,750,0.04,1.67,718,11.1,51.6,0.0,APPROVE - Not a statistical outlier,
influencer_1459,1831815,63754,2647,0.78,3.48,2457,5.3,15.27,0.2,APPROVE - Not a statistical outlier,
influencer_1460,3764122,69467,6716,0.48,1.85,2551,13.0,60.160000000000004,0.9,APPROVE - Not a statistical outlier,
influencer_1461,2387378,38930,1607,1.69,1.63,2774,7.2,27.93,0.0,APPROVE - Not a statistical outlier,
influencer_1462,4422590,250461,10950,3.48,5.66,1514,9.3,42.01,0.2,APPROVE - Not a statistical outlier,
influencer_1463,2535937,102065,3654,2.32,4.02,2988,8.4,36.04,0.2,APPROVE - Not a statistical outlier,
influencer_1464,3158473,135733,4116,2.66,4.3,989,4.4,10.09,0.2,APPROVE - Not a statistical outlier,
influencer_1465,813461,3308,127,44.91,0.41,507,31.1,91.14,61.6,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1466,4428036,245530,17527,0.95,5.54,736,18.8,75.96000000000001,0.9,APPROVE - Not a statistical outlier,
influencer_1467,4056555,78788,4445,26.54,1.94,2931,22.5,81.97,20.6,APPROVE - Not a statistical outlier,
influencer_1468,1719224,83311,5356,1.13,4.85,1167,4.0,8.24,0.9,APPROVE - Not a statistical outlier,
influencer_1469,2711626,40258,1199,13.12,1.48,783,23.5,83.35000000000001,20.8,APPROVE - Not a statistical outlier,
influencer_1470,925044,53653,4515,3.4,5.8,2580,11.3,52.52,18.2,APPROVE - Not a statistical outlier,
influencer_1471,2982352,152168,12588,1.82,5.1,1689,6.8,25.019999999999996,8.6,APPROVE - Not a statistical outlier,
influencer_1472,1387652,73125,1588,2.87,5.27,2894,14.0,63.849999999999994,0.0,APPROVE - Not a statistical outlier,
influencer_1473,286555,49920,2530,40.11,17.42,617,35.8,94.27,40.5,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1474,445191,10483,267,4.16,2.35,1364,9.2,41.25,0.0,APPROVE - Not a statistical outlier,
influencer_1475,1503337,36503,3043,4.2,2.43,1522,3.5,5.62,0.7,APPROVE - Not a statistical outlier,
influencer_1476,3487669,82118,6485,0.92,2.35,1877,5.1,13.919999999999998,0.9,APPROVE - Not a statistical outlier,
influencer_1477,921597,6500,599,31.77,0.71,2785,29.6,89.92,31.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1478,2044338,23702,922,2.64,1.16,236,13.3,61.56,0.3,APPROVE - Not a statistical outlier,
influencer_1479,3723946,51409,2904,1.83,1.38,2228,7.0,26.58,0.0,APPROVE - Not a statistical outlier,
influencer_1480,1487205,35240,1224,4.47,2.37,2745,7.0,26.58,0.0,APPROVE - Not a statistical outlier,
influencer_1481,2866899,502805,24988,36.01,17.54,2605,35.5,94.06,31.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1482,225695,4873,301,3.04,2.16,194,12.4,57.63,0.0,APPROVE - Not a statistical outlier,
influencer_1483,2982467,148816,3611,2.12,4.99,2994,14.8,66.38,0.6,APPROVE - Not a statistical outlier,
influencer_1484,3442628,131358,10139,-0.49,3.82,2028,6.6,23.56,0.6,APPROVE - Not a statistical outlier,
influencer_1485,1102844,11346,720,-0.35,1.03,2114,12.0,56.11000000000001,0.0,APPROVE - Not a statistical outlier,
